id,text,has_figurative_language,figurative_type,difficulty,instance_count,category,subcategory,pattern,notes,dataset_name,dataset_category
neg_012,The water boiled at 100 degrees Celsius.,False,,easy,1,factual_statement,,,Scientific fact,negative,phase1
sci_092,Carbon dioxide acts as a thermostat for Earth's climate.,True,metaphor,medium,1,,model_metaphor,,Thermostat metaphor for climate regulation,scientific,phase1
sci_076,Cancer cells ignore the body's stop signals and divide uncontrollably.,True,personification,medium,1,,technical_personification,,Ignoring as intentional disobedience,scientific,phase1
4,"The news hit her hard. She stood frozen, like a statue in the town square, unable to process what she had just heard.",True,simile,medium,1,,,,,multi-sentence,original
19,The bridge between their cultures was built with mutual understanding.,True,metaphor,medium,1,,,,,medium,original
23,"Their relationship had weathered many storms. Now, in calmer waters, they navigated with the confidence of sailors who had seen the worst the sea could offer.",True,extended metaphor,medium,1,,,,,multi-sentence,original
neg_027,The package weighed 5 pounds.,False,,easy,1,factual_statement,,,Weight measurement,negative,phase1
multi_073,"The deadline looms like a dark cloud, threatens our peace, and casts a shadow over everything.",True,mixed,medium,3,,,different_types,"Simile (like cloud), personification (threatens, casts)",multiple-instances,phase1
multi_072,"The artist's work speaks volumes, shouts from the canvas, and whispers secrets to those who listen.",True,personification,medium,3,,,same_type,"Speaks, shouts, whispers - all personification",multiple-instances,phase1
6,The bureaucracy is a labyrinth designed by Kafka and maintained by Sisyphus.,True,metaphor,hard,1,,,,,hard,original
biz_065,The sales team is the lifeblood of the organization.,True,metaphor,medium,1,,body_metaphor,,Lifeblood metaphor,business,phase1
biz_061,The company is running like clockwork after the restructuring.,True,simile,easy,1,,mechanical_metaphor,,Clock mechanism simile,business,phase1
sci_050,Fossils are windows into the past.,True,metaphor,easy,1,,model_metaphor,,Window metaphor for historical evidence,scientific,phase1
neg_128,The programmer debugged the code to fix the error.,False,,medium,1,literal_description,,,Software development,negative,phase1
12,Her eyes were pools of blue.,True,metaphor,easy,1,,,,,easy,original
28,The debate quickly turned hostile. What began as a civilized exchange of ideas transformed into a battlefield where words were weapons and facts were the first casualties.,True,extended metaphor,hard,1,,,,,multi-sentence,original
multi_034,"The river of time flows endlessly, carrying memories downstream, and washing away the past.",True,metaphor,medium,3,,,same_type,"River, carrying, washing - water metaphors",multiple-instances,phase1
multi_071,"The revolution was a wildfire, spreading rapidly, and consuming the old order.",True,metaphor,medium,3,,,same_type,"Wildfire, spreading, consuming - fire metaphors",multiple-instances,phase1
multi_100,"The legacy is a gift, passed down through generations, and treasured by all who receive it.",True,metaphor,medium,3,,,same_type,"Gift, passed down, treasured - inheritance metaphors",multiple-instances,phase1
multi_052,"The child's imagination was boundless, wild as the ocean, and free as a bird.",True,mixed,medium,3,,,different_types,"Metaphor (boundless), simile (wild as ocean, free as bird)",multiple-instances,phase1
neg_093,The immunological response involves both humoral and cell-mediated mechanisms.,False,,hard,1,technical_language,,,Immunology,negative,phase1
multi_054,"The building was a monument to excess, a temple of greed, and a shrine to materialism.",True,metaphor,hard,3,,,same_type,"Monument, temple, shrine metaphors",multiple-instances,phase1
neg_103,"The survey collected responses from 1,000 participants over three weeks.",False,,medium,1,literal_description,,,Research data collection,negative,phase1
2,She sings like an angel.,True,simile,easy,1,,,,,easy,original
sci_059,Biodiversity is nature's insurance policy against environmental change.,True,metaphor,hard,1,,model_metaphor,,Insurance metaphor for resilience,scientific,phase1
biz_040,The competitor's new product is a direct attack on our flagship offering.,True,metaphor,medium,1,,war_metaphor,,Attack metaphor,business,phase1
sci_019,Stem cells are the body's master cells that can differentiate into any cell type.,True,metaphor,medium,1,,model_metaphor,,Master metaphor for pluripotency,scientific,phase1
biz_039,We're in the trenches working on this project.,True,metaphor,medium,1,,war_metaphor,,Trench warfare metaphor,business,phase1
neg_005,He arrived at the office at 9:00 AM.,False,,easy,1,factual_statement,,,Time statement,negative,phase1
sci_068,Neural pathways are highways for information in the brain.,True,metaphor,easy,1,,model_metaphor,,Highway metaphor for neural transmission,scientific,phase1
neg_127,The accountant reviewed the financial statements for accuracy.,False,,medium,1,literal_description,,,Professional task,negative,phase1
sci_090,Viruses infect computers and spread to other systems.,True,personification,medium,1,,technical_personification,,Infection metaphor for malware,scientific,phase1
2,"John walked into the interview with confidence. He was a lion entering his territory, ready to claim what was rightfully his.",True,metaphor,medium,1,,,,,multi-sentence,original
neg_130,The lawyer drafted the contract according to the client's specifications.,False,,medium,1,literal_description,,,Legal work,negative,phase1
sci_038,Covalent bonds share electrons between atoms.,True,personification,easy,1,,technical_personification,,Sharing metaphor for electron pairing,scientific,phase1
25,The research paper was a tapestry of interwoven ideas and evidence.,True,metaphor,medium,1,,,,,medium,original
sci_016,The Golgi apparatus acts as the cell's post office.,True,metaphor,easy,1,,model_metaphor,,Post office metaphor for sorting and shipping,scientific,phase1
neg_191,The negotiation resulted in a mutually beneficial agreement.,False,,medium,1,literal_description,,,Negotiation outcome,negative,phase1
neg_023,The room measured 12 feet by 15 feet.,False,,easy,1,factual_statement,,,Spatial measurement,negative,phase1
sci_001,DNA acts as a blueprint for building proteins.,True,metaphor,easy,1,,model_metaphor,,Blueprint metaphor for genetic information,scientific,phase1
neg_198,The acquisition added 500 employees to the workforce.,False,,medium,1,factual_statement,,,Workforce change,negative,phase1
sci_072,Bacteria evolve resistance to antibiotics through natural selection.,True,personification,medium,1,,technical_personification,,Evolution as intentional adaptation,scientific,phase1
neg_182,The team collaborated effectively to complete the project.,False,,medium,1,literal_description,,,Teamwork description,negative,phase1
12,"The city never truly sleeps. It merely dozes, one eye always open, watching as people move through its veins at all hours.",True,personification,hard,1,,,,,multi-sentence,original
19,"The cultural zeitgeist shifts like tectonic plates, with long periods of stability punctuated by sudden, transformative movements.",True,simile,hard,1,,,,,hard,original
neg_062,The fabric shrank after being washed in hot water.,False,,medium,1,literal_description,,,Material change,negative,phase1
sci_070,Synapses strengthen or weaken based on use.,True,personification,easy,1,,technical_personification,,Strengthening as adaptive response,scientific,phase1
23,The poem's meaning evaporates upon close reading like morning dew under scrutiny's harsh sun.,True,simile,hard,1,,,,,hard,original
multi_026,"The company is bleeding money, hemorrhaging cash, and drowning in debt.",True,metaphor,medium,3,,,same_type,"Bleeding, hemorrhaging, drowning - medical/water metaphors",multiple-instances,phase1
biz_069,The company's culture is the DNA of our success.,True,metaphor,medium,1,,body_metaphor,,DNA metaphor,business,phase1
sci_043,The water cycle is nature's recycling system.,True,metaphor,easy,1,,model_metaphor,,Recycling metaphor for water movement,scientific,phase1
multi_009,"Her heart was stone, her eyes were ice, and her voice was steel.",True,metaphor,easy,3,,,same_type,"Stone, ice, steel metaphors for coldness",multiple-instances,phase1
multi_058,"The relationship was toxic, poisonous as arsenic, and deadly to both parties involved.",True,mixed,medium,3,,,different_types,"Metaphor (toxic), simile (poisonous as arsenic), metaphor (deadly)",multiple-instances,phase1
1,The cat is as big as a house.,True,simile,easy,1,,,,,easy,original
neg_177,The lens focused the light into a sharp image.,False,,easy,1,literal_description,,,Optical function,negative,phase1
neg_036,"The database query returned 1,247 records in 0.3 seconds.",False,,medium,1,technical_language,,,Database operation,negative,phase1
multi_030,"Success is a ladder you must climb one rung at a time, and failure is a teacher showing you the way.",True,metaphor,medium,2,,,same_type,Ladder and teacher metaphors,multiple-instances,phase1
10,You are the salt of the earth.,True,metaphor,easy,1,,,,,easy,original
multi_023,"The deadline is breathing down our necks, time is running out, and pressure is mounting.",True,personification,medium,3,,,same_type,"Breathing, running, mounting - all personification",multiple-instances,phase1
neg_056,The plant grew taller after being moved to a sunnier location.,False,,medium,1,literal_description,,,Growth observation,negative,phase1
sci_020,The nervous system is the body's electrical wiring.,True,metaphor,easy,1,,model_metaphor,,Wiring metaphor for neural network,scientific,phase1
biz_096,The market is a jungle and only the strong survive.,True,metaphor,medium,1,,nature_metaphor,,Jungle metaphor,business,phase1
biz_084,The partnership is blossoming into a profitable relationship.,True,metaphor,medium,1,,agricultural_metaphor,,Blossoming metaphor,business,phase1
neg_028,She folded the laundry and put it away.,False,,easy,1,literal_description,,,Household task,negative,phase1
3,The company announced its quarterly earnings report yesterday afternoon. Revenue increased by 12% compared to the same period last year. Operating expenses remained stable despite inflation pressures in the market. The CEO attributed the growth to new product launches and expanded market reach. Analysts predict continued positive performance for the next two quarters based on current trends.,False,none,medium,1,,,,,long-text,original
30,The flowers nodded their heads in the gentle breeze.,True,personification,easy,1,,,,,easy,original
4,"The old library sits at the corner of Maple and Oak streets. It was built in 1892 and has been renovated three times since then. The collection includes over 50,000 books across various genres and subjects. Community events are held in the basement meeting room every weekend. The staff consists of four full-time librarians and several part-time assistants.",False,none,medium,1,,,,,long-text,original
sci_049,Ocean currents are conveyor belts distributing heat around the globe.,True,metaphor,medium,1,,model_metaphor,,Conveyor belt metaphor for circulation,scientific,phase1
neg_161,The door opened when she turned the handle.,False,,easy,1,literal_description,,,Mechanical action,negative,phase1
11,His career has been a marathon rather than a sprint.,True,metaphor,medium,1,,,,,medium,original
14,The camera captures memories and preserves them in digital amber.,True,metaphor,medium,1,,,,,medium,original
biz_045,We need to fortify our position before the competition responds.,True,metaphor,hard,1,,war_metaphor,,Fortification metaphor,business,phase1
neg_119,The conference will be held from June 15 to June 18 in Chicago.,False,,medium,1,factual_statement,,,Event details,negative,phase1
biz_088,The organizational structure is crumbling under pressure.,True,metaphor,medium,1,,construction_metaphor,,Crumbling structure,business,phase1
6,The professor's lecture was a meandering river with no clear destination.,True,metaphor,medium,1,,,,,medium,original
multi_042,"The truth is a mirror reflecting reality, a light illuminating darkness, and a compass pointing the way.",True,metaphor,hard,3,,,same_type,"Mirror, light, compass metaphors",multiple-instances,phase1
neg_143,The protocol specifies that samples must be stored at -80°C.,False,,medium,1,factual_statement,,,Laboratory procedure,negative,phase1
biz_063,The company needs fresh blood to innovate.,True,metaphor,medium,1,,body_metaphor,,Blood metaphor for new people,business,phase1
5,Her argument was a house of cards built on the shifting sands of incomplete research.,True,extended metaphor,hard,1,,,,,hard,original
sci_100,Tipping points are thresholds beyond which climate change accelerates.,True,metaphor,hard,1,,model_metaphor,,Tipping point metaphor for nonlinear change,scientific,phase1
biz_008,The new product launch will be a game-changer for our industry.,True,metaphor,easy,1,,sports_metaphor,,Sports metaphor in business,business,phase1
neg_114,The parking lot has spaces for 200 vehicles.,False,,easy,1,factual_statement,,,Capacity information,negative,phase1
multi_098,"The narrative is a journey, winding through plot twists, and arriving at an unexpected destination.",True,metaphor,medium,3,,,same_type,"Journey, winding, arriving - travel metaphors",multiple-instances,phase1
25,The political campaign was a chess game where the pawns believed they were choosing the moves.,True,metaphor,hard,1,,,,,hard,original
neg_006,The tree is 50 feet tall.,False,,easy,1,factual_statement,,,Measurement,negative,phase1
multi_060,"The bridge connects two worlds, spans the divide, and unites what was once separate.",True,metaphor,medium,3,,,same_type,"Connects, spans, unites - connection metaphors",multiple-instances,phase1
neg_181,The committee reached a consensus after lengthy discussion.,False,,medium,1,literal_description,,,Group decision,negative,phase1
multi_016,"The city is a jungle where only the strong survive, and predators lurk around every corner.",True,metaphor,medium,2,,,same_type,Jungle metaphor extended,multiple-instances,phase1
19,Social media is a double-edged sword. It connects us across vast distances while simultaneously building walls between people sitting in the same room.,True,metaphor,hard,1,,,,,multi-sentence,original
sci_053,Genes are recipes for making proteins.,True,metaphor,easy,1,,model_metaphor,,Recipe metaphor for genetic instructions,scientific,phase1
biz_057,We need to grease the wheels to speed up the approval process.,True,metaphor,medium,1,,mechanical_metaphor,,Lubrication metaphor,business,phase1
multi_039,"The city is a living organism, breathing in workers each morning and exhaling them each evening.",True,metaphor,hard,2,,,same_type,Organism and breathing metaphors,multiple-instances,phase1
biz_024,The merger will create synergies across both organizations.,True,metaphor,medium,1,,business_metaphor,,Synergy as combined energy,business,phase1
13,The first chapter was merely the appetizer. The author spent the rest of the book serving up a feast of ideas that left readers intellectually satisfied yet hungry for more.,True,extended metaphor,medium,1,,,,,multi-sentence,original
biz_036,The marketing campaign is our secret weapon.,True,metaphor,easy,1,,war_metaphor,,Weapon metaphor,business,phase1
multi_069,"The lie grew like a cancer, spread through the community, and poisoned relationships.",True,mixed,medium,3,,,different_types,"Simile (like cancer), personification (spread, poisoned)",multiple-instances,phase1
neg_075,The university offers 150 undergraduate degree programs.,False,,medium,1,factual_statement,,,Educational information,negative,phase1
biz_014,The project is a slam dunk if we can secure the funding.,True,metaphor,easy,1,,sports_metaphor,,Basketball metaphor,business,phase1
multi_024,"The market is hungry for innovation, thirsty for new ideas, and starving for disruption.",True,personification,medium,3,,,same_type,"Hungry, thirsty, starving - all personification",multiple-instances,phase1
sci_056,The tree of life branches out to show evolutionary relationships.,True,metaphor,medium,1,,model_metaphor,,Tree metaphor for phylogeny,scientific,phase1
multi_002,"Her smile was sunshine, and her laughter was music to my ears.",True,metaphor,easy,2,,,same_type,Sunshine and music metaphors,multiple-instances,phase1
