text_id,domain,text_original,text_refined,decisions_gt,factors_gt,k_decisions,l_factors_per_decision,text_len_words,text_len_bucket
dset09_ai_ml_3d3f_76125617,ai_ml,"We decided to standardize on a single vector database because simplify operations, migration risk for existing apps. We also chose to deploy retrieval-augmented generation due to index maintenance overhead, hallucination reduction. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed.","We chose to standardize on a single vector database to simplify operations, despite the increased migration risk for existing applications. To address index maintenance overhead, we opted to deploy retrieval-augmented generation, which also helps reduce hallucinations. Given the approaching milestone deadlines and the observed label drift, we decided to pause model training in order to audit data quality.","[""standardize on a single vector database"", ""deploy retrieval-augmented generation"", ""pause model training to audit data quality""]","[{""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}]",3,2,51,31-60
dset09_ai_ml_3d4f_99990728,ai_ml,"We decided to adopt transformer models because availability of pretrained checkpoints, high inference latency, state-of-the-art accuracy on benchmarks, team expertise with attention architectures. We also chose to standardize on a single vector database due to migration risk for existing apps, simplify operations. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed.","We opted to adopt transformer models due to the availability of pretrained checkpoints, state-of-the-art accuracy on benchmarks, and our team’s expertise with attention architectures, despite the concern of high inference latency. To reduce operational complexity and mitigate migration risk for existing applications, we decided to standardize on a single vector database, favoring simplified operations. Additionally, we chose to pause model training to audit data quality, prompted by the observation of label drift and the approaching milestone deadlines.","[""adopt transformer models"", ""standardize on a single vector database"", ""pause model training to audit data quality""]","[{""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""high inference latency"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""state-of-the-art accuracy on benchmarks"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""team expertise with attention architectures"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}]",3,4,64,61-120
dset09_ai_ml_4d1f_14716857,ai_ml,We decided to adopt transformer models because availability of pretrained checkpoints. We also chose to reduce training budget due to executive directive to cut opex 10%. We also chose to standardize on a single vector database due to migration risk for existing apps. We also chose to deploy retrieval-augmented generation due to index maintenance overhead.,"We adopted transformer models due to the availability of pretrained checkpoints. The training budget was reduced in response to an executive directive to cut opex by 10%. To mitigate migration risk for existing applications, we standardized on a single vector database. Despite the index maintenance overhead, we opted to deploy retrieval-augmented generation.","[""adopt transformer models"", ""reduce training budget"", ""standardize on a single vector database"", ""deploy retrieval-augmented generation""]","[{""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""executive directive to cut opex 10%"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}]",4,1,56,31-60
dset09_ai_ml_4d2f_91306093,ai_ml,"We decided to adopt transformer models because GPU capacity constraints, availability of pretrained checkpoints. We also chose to standardize on a single vector database due to simplify operations, migration risk for existing apps. We also chose to deploy retrieval-augmented generation due to hallucination reduction, index maintenance overhead. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed.","We adopted transformer models due to GPU capacity constraints and the availability of pretrained checkpoints. To streamline operations and reduce migration risk for existing applications, we standardized on a single vector database. Retrieval-augmented generation was deployed to mitigate hallucinations, despite the added index maintenance overhead. Model training was paused to audit data quality, prompted by approaching milestone deadlines and observed label drift.","[""adopt transformer models"", ""standardize on a single vector database"", ""deploy retrieval-augmented generation"", ""pause model training to audit data quality""]","[{""decision"": ""adopt transformer models"", ""factor"": ""GPU capacity constraints"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}]",4,2,67,61-120
dset09_ai_ml_4d3f_00435578,ai_ml,"We decided to pause model training to audit data quality because milestone deadlines approaching, label drift observed. We also chose to reduce training budget due to cost overruns last quarter, executive directive to cut opex 10%, critical launch timelines at risk. We also chose to standardize on a single vector database due to migration risk for existing apps, simplify operations. We also chose to deploy retrieval-augmented generation due to hallucination reduction, index maintenance overhead.","We paused model training to audit data quality due to label drift observed, despite milestone deadlines approaching. The training budget was reduced in response to cost overruns from last quarter and an executive directive to cut opex by 10%, though this decision risks further delaying critical launch timelines. To mitigate migration risk for existing applications and simplify operations, we standardized on a single vector database. Additionally, we opted to deploy retrieval-augmented generation, balancing the benefit of reduced hallucinations against the overhead of index maintenance.","[""pause model training to audit data quality"", ""reduce training budget"", ""standardize on a single vector database"", ""deploy retrieval-augmented generation""]","[{""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""executive directive to cut opex 10%"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""critical launch timelines at risk"", ""polarity"": ""opposing""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}]",4,3,75,61-120
dset09_ai_ml_4d4f_80388981,ai_ml,"We decided to standardize on a single vector database because simplify operations, migration risk for existing apps. We also chose to adopt transformer models due to availability of pretrained checkpoints, GPU capacity constraints, state-of-the-art accuracy on benchmarks, high inference latency. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed. We also chose to reduce training budget due to critical launch timelines at risk, cost overruns last quarter, executive directive to cut opex 10%.","We opted to standardize on a single vector database to simplify operations, despite the increased migration risk for existing applications. Transformer models were selected due to the availability of pretrained checkpoints and their state-of-the-art accuracy on benchmarks, though GPU capacity constraints and high inference latency presented notable challenges. Model training was paused to audit data quality, driven by observed label drift and the need to meet approaching milestone deadlines. Additionally, the training budget was reduced in response to critical launch timelines at risk, cost overruns from the previous quarter, and an executive directive to cut opex by 10%.","[""standardize on a single vector database"", ""adopt transformer models"", ""pause model training to audit data quality"", ""reduce training budget""]","[{""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""GPU capacity constraints"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""state-of-the-art accuracy on benchmarks"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""high inference latency"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""critical launch timelines at risk"", ""polarity"": ""opposing""}, {""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""executive directive to cut opex 10%"", ""polarity"": ""supporting""}]",4,4,86,61-120
dset09_ai_ml_5d1f_09289546,ai_ml,We decided to reduce training budget because cost overruns last quarter. We also chose to pause model training to audit data quality due to milestone deadlines approaching. We also chose to adopt transformer models due to GPU capacity constraints. We also chose to standardize on a single vector database due to migration risk for existing apps. We also chose to deploy retrieval-augmented generation due to hallucination reduction.,"Due to cost overruns last quarter, we reduced the training budget. With milestone deadlines approaching, we paused model training to conduct a data quality audit. Given GPU capacity constraints, we adopted transformer models. To mitigate migration risk for existing applications, we standardized on a single vector database. To reduce hallucinations, we deployed retrieval-augmented generation.","[""reduce training budget"", ""pause model training to audit data quality"", ""adopt transformer models"", ""standardize on a single vector database"", ""deploy retrieval-augmented generation""]","[{""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""GPU capacity constraints"", ""polarity"": ""opposing""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}]",5,1,68,61-120
dset09_ai_ml_5d2f_90152297,ai_ml,"We decided to deploy retrieval-augmented generation because index maintenance overhead, hallucination reduction. We also chose to standardize on a single vector database due to simplify operations, migration risk for existing apps. We also chose to adopt transformer models due to high inference latency, availability of pretrained checkpoints. We also chose to reduce training budget due to cost overruns last quarter, critical launch timelines at risk. We also chose to pause model training to audit data quality due to label drift observed, milestone deadlines approaching.","We opted to deploy retrieval-augmented generation to address index maintenance overhead and reduce hallucinations. To streamline operations and mitigate migration risks for existing applications, we standardized on a single vector database. Transformer models were adopted despite high inference latency, leveraging the availability of pretrained checkpoints. The training budget was reduced due to cost overruns last quarter, even as critical launch timelines remained at risk. Additionally, model training was paused to audit data quality, prompted by observed label drift and the proximity of milestone deadlines.","[""deploy retrieval-augmented generation"", ""standardize on a single vector database"", ""adopt transformer models"", ""reduce training budget"", ""pause model training to audit data quality""]","[{""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""high inference latency"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""critical launch timelines at risk"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}]",5,2,85,61-120
dset09_ai_ml_5d3f_09528530,ai_ml,"We decided to adopt transformer models because GPU capacity constraints, availability of pretrained checkpoints, team expertise with attention architectures. We also chose to reduce training budget due to executive directive to cut opex 10%, cost overruns last quarter, critical launch timelines at risk. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed. We also chose to standardize on a single vector database due to migration risk for existing apps, simplify operations. We also chose to deploy retrieval-augmented generation due to index maintenance overhead, hallucination reduction.","We adopted transformer models due to GPU capacity constraints, the availability of pretrained checkpoints, and our team’s expertise with attention architectures. To align with an executive directive to cut opex by 10%, along with unresolved cost overruns from the previous quarter and critical launch timelines at risk, we reduced the training budget. Given that milestone deadlines were approaching and label drift had been observed, we paused model training to conduct a data quality audit. To mitigate migration risk for existing applications and simplify operations, we standardized on a single vector database. Finally, we opted to deploy retrieval-augmented generation, balancing the overhead of index maintenance against the benefit of reduced hallucinations.","[""adopt transformer models"", ""reduce training budget"", ""pause model training to audit data quality"", ""standardize on a single vector database"", ""deploy retrieval-augmented generation""]","[{""decision"": ""adopt transformer models"", ""factor"": ""GPU capacity constraints"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""team expertise with attention architectures"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""executive directive to cut opex 10%"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""critical launch timelines at risk"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}]",5,3,96,61-120
dset09_ai_ml_5d4f_32614537,ai_ml,"We decided to standardize on a single vector database because simplify operations, migration risk for existing apps. We also chose to deploy retrieval-augmented generation due to index maintenance overhead, hallucination reduction. We also chose to pause model training to audit data quality due to milestone deadlines approaching, label drift observed. We also chose to reduce training budget due to cost overruns last quarter, executive directive to cut opex 10%, critical launch timelines at risk. We also chose to adopt transformer models due to state-of-the-art accuracy on benchmarks, GPU capacity constraints, availability of pretrained checkpoints, team expertise with attention architectures.","We opted to standardize on a single vector database to simplify operations, despite the increased migration risk for existing applications. Retrieval-augmented generation was chosen to reduce hallucinations, even though it introduces index maintenance overhead. Model training was paused to audit data quality, driven by observed label drift and the approaching milestone deadlines. The training budget was reduced in response to cost overruns from the previous quarter, an executive directive to cut opex by 10%, and the risk to critical launch timelines. Transformer models were adopted due to their state-of-the-art accuracy on benchmarks, the availability of pretrained checkpoints, and the team’s expertise with attention architectures, despite GPU capacity constraints.","[""standardize on a single vector database"", ""deploy retrieval-augmented generation"", ""pause model training to audit data quality"", ""reduce training budget"", ""adopt transformer models""]","[{""decision"": ""standardize on a single vector database"", ""factor"": ""simplify operations"", ""polarity"": ""supporting""}, {""decision"": ""standardize on a single vector database"", ""factor"": ""migration risk for existing apps"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""index maintenance overhead"", ""polarity"": ""opposing""}, {""decision"": ""deploy retrieval-augmented generation"", ""factor"": ""hallucination reduction"", ""polarity"": ""supporting""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""milestone deadlines approaching"", ""polarity"": ""opposing""}, {""decision"": ""pause model training to audit data quality"", ""factor"": ""label drift observed"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""cost overruns last quarter"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""executive directive to cut opex 10%"", ""polarity"": ""supporting""}, {""decision"": ""reduce training budget"", ""factor"": ""critical launch timelines at risk"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""state-of-the-art accuracy on benchmarks"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""GPU capacity constraints"", ""polarity"": ""opposing""}, {""decision"": ""adopt transformer models"", ""factor"": ""availability of pretrained checkpoints"", ""polarity"": ""supporting""}, {""decision"": ""adopt transformer models"", ""factor"": ""team expertise with attention architectures"", ""polarity"": ""supporting""}]",5,4,103,61-120
