text_id,domain,text,decisions_json,factors_json
dset09_climate_change_3d3f_79864260,climate_change,"We decided to launch national reforestation program because of the carbon sequestration potential. We also chose to phase out coal plants despite the grid reliability concerns, because of the air quality and health benefits. We also chose to implement carbon pricing despite the impact on low-income households, in order to internalize emission externalities.","[""launch national reforestation program"", ""phase out coal plants"", ""implement carbon pricing""]","[{""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}]"
dset09_climate_change_3d4f_77701200,climate_change,"We decided to phase out coal plants despite the grid reliability concerns, because of the air quality and health benefits. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk.","[""phase out coal plants"", ""launch national reforestation program"", ""invest in climate adaptation infrastructure""]","[{""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}]"
dset09_climate_change_4d1f_27415205,climate_change,We decided to expand renewable energy subsidies to accelerate clean energy adoption. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to phase out coal plants because of the air quality and health benefits. We also chose to implement carbon pricing to internalize emission externalities.,"[""expand renewable energy subsidies"", ""invest in climate adaptation infrastructure"", ""phase out coal plants"", ""implement carbon pricing""]","[{""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}]"
dset09_climate_change_4d2f_61367643,climate_change,"We decided to implement carbon pricing despite the impact on low-income households, in order to internalize emission externalities. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to expand renewable energy subsidies to accelerate clean energy adoption, despite the fiscal budget pressures.","[""implement carbon pricing"", ""launch national reforestation program"", ""invest in climate adaptation infrastructure"", ""expand renewable energy subsidies""]","[{""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""fiscal budget pressures"", ""polarity"": ""opposing""}]"
dset09_climate_change_4d3f_72160068,climate_change,"We decided to launch national reforestation program because of the carbon sequestration potential. We also chose to expand renewable energy subsidies to accelerate clean energy adoption, despite the fiscal budget pressures. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to implement carbon pricing despite the impact on low-income households, in order to internalize emission externalities.","[""launch national reforestation program"", ""expand renewable energy subsidies"", ""invest in climate adaptation infrastructure"", ""implement carbon pricing""]","[{""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""fiscal budget pressures"", ""polarity"": ""opposing""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}]"
dset09_climate_change_4d4f_49597086,climate_change,"We decided to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to implement carbon pricing despite the impact on low-income households, in order to internalize emission externalities. We also chose to phase out coal plants despite the grid reliability concerns, because of the air quality and health benefits.","[""invest in climate adaptation infrastructure"", ""launch national reforestation program"", ""implement carbon pricing"", ""phase out coal plants""]","[{""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}]"
dset09_climate_change_5d1f_18024248,climate_change,We decided to implement carbon pricing despite the impact on low-income households. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to expand renewable energy subsidies to accelerate clean energy adoption. We also chose to phase out coal plants despite the grid reliability concerns.,"[""implement carbon pricing"", ""launch national reforestation program"", ""invest in climate adaptation infrastructure"", ""expand renewable energy subsidies"", ""phase out coal plants""]","[{""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}]"
dset09_climate_change_5d2f_96316277,climate_change,"We decided to expand renewable energy subsidies to accelerate clean energy adoption, despite the fiscal budget pressures. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to implement carbon pricing to internalize emission externalities, despite the impact on low-income households. We also chose to phase out coal plants despite the grid reliability concerns, because of the air quality and health benefits.","[""expand renewable energy subsidies"", ""launch national reforestation program"", ""invest in climate adaptation infrastructure"", ""implement carbon pricing"", ""phase out coal plants""]","[{""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""fiscal budget pressures"", ""polarity"": ""opposing""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}]"
dset09_climate_change_5d3f_12388090,climate_change,"We decided to implement carbon pricing to internalize emission externalities, despite the impact on low-income households. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to expand renewable energy subsidies to accelerate clean energy adoption, despite the fiscal budget pressures. We also chose to phase out coal plants despite the grid reliability concerns, because of the air quality and health benefits.","[""implement carbon pricing"", ""invest in climate adaptation infrastructure"", ""launch national reforestation program"", ""expand renewable energy subsidies"", ""phase out coal plants""]","[{""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""fiscal budget pressures"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}]"
dset09_climate_change_5d4f_21687165,climate_change,"We decided to expand renewable energy subsidies to accelerate clean energy adoption, despite the fiscal budget pressures. We also chose to launch national reforestation program because of the carbon sequestration potential. We also chose to implement carbon pricing despite the impact on low-income households, in order to internalize emission externalities. We also chose to phase out coal plants because of the air quality and health benefits, despite the grid reliability concerns. We also chose to invest in climate adaptation infrastructure because of the increasing flood risk.","[""expand renewable energy subsidies"", ""launch national reforestation program"", ""implement carbon pricing"", ""phase out coal plants"", ""invest in climate adaptation infrastructure""]","[{""decision"": ""expand renewable energy subsidies"", ""factor"": ""accelerate clean energy adoption"", ""polarity"": ""supporting""}, {""decision"": ""expand renewable energy subsidies"", ""factor"": ""fiscal budget pressures"", ""polarity"": ""opposing""}, {""decision"": ""launch national reforestation program"", ""factor"": ""carbon sequestration potential"", ""polarity"": ""supporting""}, {""decision"": ""implement carbon pricing"", ""factor"": ""impact on low-income households"", ""polarity"": ""opposing""}, {""decision"": ""implement carbon pricing"", ""factor"": ""internalize emission externalities"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""air quality and health benefits"", ""polarity"": ""supporting""}, {""decision"": ""phase out coal plants"", ""factor"": ""grid reliability concerns"", ""polarity"": ""opposing""}, {""decision"": ""invest in climate adaptation infrastructure"", ""factor"": ""increasing flood risk"", ""polarity"": ""supporting""}]"
